notebook_name,source_table,source_type,destination_table,destination_type
./dw_card/dw_card_loan_fct.ipynb,gl_in_stg (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_loan_fct.ipynb,dw_card_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_loan_fct.ipynb,dw_application_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_loan_fct.ipynb,dwa_appl_gl_object_mapping_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_merge_act_al_card_loan.ipynb,bo_acc_balance (vc_cms.db),PARQUET,tmp_account_balance (vc_data_dwh.db),PARQUET
./dw_card/dw_merge_act_al_card_loan.ipynb,gl_in_stg (vc_data_dwh.db),PARQUET,,
./dw_card/dw_merge_act_al_card_loan.ipynb,dw_gl_day_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_merge_act_al_card_loan.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_transaction_sta.ipynb,dw_account_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_transaction_sta.ipynb,dw_card_transaction_fct (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_transaction_sta.ipynb,dw_card_loan_payment_fct (vc_data_dwh.db),PARQUET,,
./dw_card/rls_balance_type.ipynb,bo_com_dictionary (vc_cms.db),PARQUET,tmp_account_aging_period_end_day (vc_data_dwh.db),PARQUET
./dw_card/rls_balance_type.ipynb,bo_com_i18n (vc_cms.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_growth_application_fct (vc_data_dwh.db),PARQUET,dw_growth_application_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_growth_application_fct_tmp (vc_data_dwh.db),PARQUET,dw_card_transaction_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_transaction_fct (vc_data_dwh.db),PARQUET,dw_card_loan_payment_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_transaction_fct (vc_data_dwh.db),PARQUET,dw_card_invoice_eod_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_transaction_fct_tmp (vc_data_dwh.db),PARQUET,dw_card_invoice_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_loan_payment_fct (vc_data_dwh.db),PARQUET,dw_account_gl_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_loan_payment_fct (vc_data_dwh.db),PARQUET,dw_account_gl_tmp_daily (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_loan_payment_fct_tmp (vc_data_dwh.db),PARQUET,dw_account_balance_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_invoice_fct (vc_data_dwh.db),PARQUET,dw_account_balance_eod_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_invoice_fct (vc_data_dwh.db),PARQUET,dw_card_dim (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_card_invoice_fct_check (vc_data_dwh.db),PARQUET,tmp_account_aging_period_end_day_backup (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_account_gl_tmp_daily (vc_data_dwh.db),PARQUET,dw_card_loan_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,tmp_dw_account_gl_tmp_daily (vc_data_dwh.db),PARQUET,dw_card_loan_fct_tmp_8 (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data.ipynb,dw_account_gl_fct (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_account_gl_fct_1 (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_account_balance_fct (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_account_balance_fct_check (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_account_balance_eod_fct (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_card_dim (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_card_dim_raw (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,tmp_account_aging_period_end_day_backup (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,tmp_account_aging_period_end_day_check (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_account_term_dim (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_card_loan_fct_tmp_8 (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,gl_in_stg (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_data.ipynb,dw_account_dim (vc_data_dwh.db),PARQUET,,
./dw_card/tmp_account_aging_period_end_day.ipynb,bo_crd_invoice (vc_cms.db),PARQUET,tmp_account_aging_period_end_day (vc_data_dwh.db),PARQUET
./dw_card/tmp_account_aging_period_end_day.ipynb,tmp_max_card_invoice_seq (vc_data_dwh.db),PARQUET,tmp_account_aging_period_end_day_backup (vc_data_dwh.db),PARQUET
./dw_card/dw_card_product_dim-Copy1.ipynb,bo_prd_attribute_value (vc_cms.db),PARQUET,,
./dw_card/dw_card_product_dim-Copy1.ipynb,bo_fcl_fee_tier (vc_cms.db),PARQUET,,
./dw_card/dw_card_product_dim-Copy1.ipynb,bo_prd_product (vc_cms.db),PARQUET,,
./dw_card/dw_card_product_dim-Copy1.ipynb,bo_prd_contract (vc_cms.db),PARQUET,,
./dw_card/dw_card_product_dim-Copy1.ipynb,bo_acc_account (vc_cms.db),PARQUET,,
./dw_card/dw_card_product_dim-Copy1.ipynb,dw_product_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_product_dim-Copy1.ipynb,dw_card_product_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_card_product_dim-Copy1.ipynb,dw_card_product_account_dim (vc_data_dwh.db),PARQUET,,
./dw_card/tmp_account_aging_period_end_day_7h30.ipynb,bo_crd_invoice (vc_cms.db),PARQUET,tmp_account_aging_period_end_day (vc_data_dwh.db),PARQUET
./dw_card/tmp_account_aging_period_end_day_7h30.ipynb,tmp_max_card_invoice_seq (vc_data_dwh.db),PARQUET,tmp_account_aging_period_end_day_backup (vc_data_dwh.db),PARQUET
./dw_card/tmp_debt_payment_daily.ipynb,bo_crd_debt (vc_cms.db),PARQUET,tmp_debt_payment (vc_data_dwh.db),PARQUET
./dw_card/tmp_debt_payment_daily.ipynb,bo_crd_debt_payment (vc_cms.db),PARQUET,,
./dw_card/tmp_debt_payment_daily.ipynb,bo_crd_payment (vc_cms.db),PARQUET,,
./dw_card/tmp_debt_payment_daily.ipynb,tmp_debt_payment (vc_data_dwh.db),PARQUET,,
./dw_card/pro_acc_event.ipynb,bo_evt_status_log (vc_cms.db),PARQUET,pro_acc_event (vc_data_dwh.db),PARQUET
./dw_card/pro_acc_event.ipynb,bo_acc_account (vc_cms.db),PARQUET,,
./dw_card/Migrate_history_data_4.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,dw_card_loan_fct_tmp (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data_4.ipynb,dw_account_term_dim (vc_data_dwh.db),PARQUET,dw_card_loan_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_data_4.ipynb,dw_card_loan_fct_tmp (vc_data_dwh.db),PARQUET,,
./dw_card/dw_events_fct.ipynb,bo_acc_account (vc_cms.db),PARQUET,dw_events_fct (vc_data_dwh.db),PARQUET
./dw_card/dw_events_fct.ipynb,bo_com_dictionary (vc_cms.db),PARQUET,,
./dw_card/dw_events_fct.ipynb,bo_com_i18n (vc_cms.db),PARQUET,,
./dw_card/dw_events_fct.ipynb,bo_evt_status_log (vc_cms.db),PARQUET,,
./dw_card/dw_loan_provision_fct.ipynb,,,dw_loan_provision_fct (vc_data_dwh.db),PARQUET
./dw_card/dw_account_gl_inv_overdue_dt.ipynb,bo_crd_invoice (vc_cms.db),PARQUET,tmp_gl_invoice_overdue_date (vc_data_dwh.db),PARQUET
./dw_card/dw_account_gl_inv_overdue_dt.ipynb,,,tmp_gl_invoice_overdue_date_backup (vc_data_dwh.db),PARQUET
./dw_card/dw_write_off_cms_account_dim.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,dw_write_off_cms_account_dim (vc_data_dwh.db),PARQUET
./dw_card/dw_write_off_cms_account_dim.ipynb,tmp_dw_write_off_cms_account_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_write_off_cms_account_dim.ipynb,bo_acc_balance (vc_cms.db),PARQUET,,
./dw_card/dw_write_off_cms_account_dim.ipynb,bo_acc_account (vc_cms.db),PARQUET,,
./dw_card/dw_write_off_cms_account_dim.ipynb,tmp_import_ds_wo_stg (vc_osystem.db),PARQUET,,
./dw_card/dw_tcc_principaldebtconversion_dim.ipynb,,,dw_tcc_principaldebtconversion_dim (vc_data_dwh.db),PARQUET
./dw_card/tmp_loan_provision.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,dw_write_off_cms_account_dim (vc_data_dwh.db),PARQUET
./dw_card/tmp_loan_provision.ipynb,dw_write_off_cms_account_dim (vc_data_dwh.db),PARQUET,,
./dw_card/tmp_loan_provision.ipynb,dw_tcc_cms_account_dim (vc_data_dwh.db),PARQUET,,
./dw_card/tmp_loan_provision.ipynb,dw_tcc_principaldebtconversion_dim (vc_data_dwh.db),PARQUET,,
./dw_card/tmp_loan_provision.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,,
./dw_card/tmp_loan_provision.ipynb,df_dw_loan_provision_fct (vc_data_dwh.db),PARQUET,,
./dw_card/dw_acc_gl_merge_overdue_dt.ipynb,tmp_gl_invoice_overdue_date (vc_data_dwh.db),PARQUET,dw_account_gl_tmp_daily (vc_data_dwh.db),PARQUET
./dw_card/dw_acc_gl_merge_overdue_dt.ipynb,dw_account_gl_indue_overdue (vc_data_dwh.db),PARQUET,,
./dw_card/TEST.ipynb,gl_in_stg (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_2.ipynb,blacklist_check_parquet (vc_data_dwh.db),PARQUET,blacklist_check (vc_data_dwh.db),CSV
./dw_card/Migrate_history_2.ipynb,dw_gl_fct (vc_data_dwh.db),PARQUET,dw_gl_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_2.ipynb,dw_gl_fct_1 (vc_data_dwh.db),PARQUET,dw_account_gl_fct (vc_data_dwh.db),PARQUET
./dw_card/Migrate_history_2.ipynb,dw_account_gl_fct (vc_data_dwh.db),PARQUET,,
./dw_card/Migrate_history_2.ipynb,dw_account_gl_fct_24 (vc_data_dwh.db),PARQUET,,
./dw_card/tmp_gl_prepare_invoice_age_4next_gl_date_2.ipynb,tmp_gl_invoice_aging_period_after_eod (vc_data_dwh.db),PARQUET,tmp_gl_invoice_aging_period (vc_data_dwh.db),PARQUET
./dw_card/tmp_gl_prepare_invoice_age_4next_gl_date_2.ipynb,,,tmp_gl_invoice_aging_period_backup (vc_data_dwh.db),PARQUET
./dw_card/pro_get_tmp_max_card_invoice_seq_7h30.ipynb,bo_crd_invoice (vc_cms.db),PARQUET,tmp_max_card_invoice_seq (vc_data_dwh.db),PARQUET
./dw_card/pro_get_tmp_max_card_invoice_seq_7h30.ipynb,tmp_max_card_invoice_seq (vc_data_dwh.db),PARQUET,tmp_max_card_invoice_seq_back_up (vc_data_dwh.db),PARQUET
./dw_card/pro_get_tmp_max_card_invoice_seq_7h30.ipynb,,,pro_current_card_invoice_info_tmp (vc_data_dwh.db),PARQUET
./dw_card/pro_get_tmp_max_card_invoice_seq_7h30.ipynb,,,pro_current_card_invoice_info_back_up (vc_data_dwh.db),PARQUET
./dw_card/dw_card_loan_fct_merge_term.ipynb,dw_account_term_dim (vc_data_dwh.db),PARQUET,dw_card_loan_fct_merge_term (vc_data_dwh.db),PARQUET
./dw_card/dw_card_loan_fct_merge_term.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,dw_card_loan_fct (vc_data_dwh.db),PARQUET
./dw_card/dw_card_loan_fct_merge_term.ipynb,dw_card_loan_fct_merge_term (vc_data_dwh.db),PARQUET,,
./dw_card/dw_account_interest_rate_detail.ipynb,bo_acc_account (vc_cms.db),PARQUET,dw_account_interest_rate_detail (vc_data_dwh.db),PARQUET
./dw_card/dw_account_interest_rate_detail.ipynb,bo_prd_attribute_value (vc_cms.db),PARQUET,,
./dw_card/dw_account_interest_rate_detail.ipynb,bo_fcl_fee_tier (vc_cms.db),PARQUET,,
./dw_card/dw_account_interest_rate_detail.ipynb,bo_prd_product (vc_cms.db),PARQUET,,
./dw_card/dw_account_interest_rate_detail.ipynb,bo_prd_contract (vc_cms.db),PARQUET,,
./dw_card/dw_card_loan_merge_interest_prc.ipynb,gl_in_stg (vc_data_dwh.db),PARQUET,gl_in_stg_tmp (vc_data_dwh.db),PARQUET
./dw_card/dw_card_loan_merge_interest_prc.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,dw_card_loan_fct_tmp (vc_data_dwh.db),PARQUET
./dw_card/dw_card_loan_merge_interest_prc.ipynb,dw_account_balance_fct (vc_data_dwh.db),PARQUET,gl_in_stg (vc_data_dwh.db),PARQUET
./dw_card/dw_card_loan_merge_interest_prc.ipynb,gl_in_stg_tmp (vc_data_dwh.db),PARQUET,dw_card_loan_fct (vc_data_dwh.db),PARQUET
./dw_card/dw_card_loan_merge_interest_prc.ipynb,dw_card_loan_fct_tmp (vc_data_dwh.db),PARQUET,,
./dw_card/dw_merge_card_dim_first_txn.ipynb,tmp_dw_card_dim (vc_data_dwh.db),PARQUET,dw_card_dim (vc_data_dwh.db),PARQUET
./dw_card/dw_merge_card_dim_first_txn.ipynb,tmp_save_first_last_txn_before_merge_card_dim (vc_data_dwh.db),PARQUET,,
./dw_card/dw_merge_card_dim_first_txn.ipynb,dw_card_transaction_fct (vc_data_dwh.db),PARQUET,,
./dw_card/dw_save_first_txn_before_merge_card_dim_tiktokshop.ipynb,dw_card_dim (vc_data_dwh.db),PARQUET,tmp_save_first_last_txn_before_merge_card_dim (vc_data_dwh.db),PARQUET
./dw_card/quality_check_ods_and_hdfs.ipynb,dw_card_transaction_fct (vc_data_dwh.db),PARQUET,,
./dw_card/quality_check_ods_and_hdfs.ipynb,dw_account_gl_fct (vc_data_dwh.db),PARQUET,,
./dw_card/quality_check_ods_and_hdfs.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,,
./dw_card/quality_check_ods_and_hdfs.ipynb,dw_card_dim (vc_data_dwh.db),PARQUET,,
./dw_card/quality_check_ods_and_hdfs.ipynb,dw_account_balance_eod_fct (vc_data_dwh.db),PARQUET,,
./dw_card/quality_check_ods_and_hdfs.ipynb,dw_card_invoice_fct (vc_data_dwh.db),PARQUET,,
./dw_card/quality_check_ods_and_hdfs.ipynb,dw_card_loan_payment_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_ (vc_los_cas.db),PARQUET,tmp_c_main_loan_app (vc_data_dwh.db),PARQUET
./dw_app/dw_application_dim.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,tmp_c_crd (vc_data_dwh.db),PARQUET
./dw_app/dw_application_dim.ipynb,f1_customer (vc_los_cas.db),PARQUET,tmp_c_officer (vc_data_dwh.db),PARQUET
./dw_app/dw_application_dim.ipynb,f1_sub_loan (vc_los_cas.db),PARQUET,tmp_card_type_pre_application_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_application_dim.ipynb,f1_person_info (vc_los_cas.db),PARQUET,card_type_pre_application_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_application_dim.ipynb,f1_organization (vc_los_cas.db),PARQUET,dw_application_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_application_dim.ipynb,f1_generic_parameter (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_product_type (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_loan_product (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,tmp_c_main_loan_app (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_ccsourcing (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_credit_card_detail (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_credit_card_application (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,tmp_c_crd (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_cas_officer_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_vcas_user_app_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,neo_gcc_scoring_response_fis (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dwa_appl_gl_object_mapping_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_account_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_appl_additionalfields_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_f1_pos_region_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_staff_target_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_employee_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_cas_user_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_application_last_first_step_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,tmp_c_officer (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_appl_collaborators_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,vcas_app_member_vw (vc_osystem.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,hrm_vw_qlhs_to_powerbi (vc_osystem.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,econtractgateway_econtracts_backup (vc_osystem.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_card_type_group_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_credit_card_type (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_card_type_sun_mapping_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_customer_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_vcas_application_branch_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_card_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,tmp_dw_application_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,card_type_pre_application_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,tmp_card_type_pre_application_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,f1_app_processing_step_data (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_application_credit_approval_step_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_dim.ipynb,dw_application_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_vcas_application_branch_dim.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,dw_vcas_application_branch_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_vcas_application_branch_dim.ipynb,dw_f1_pos_region_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_vcas_application_branch_dim.ipynb,vcas_app_member_vw (vc_osystem.db),PARQUET,,
./dw_app/dw_application_last_first_step_fct.ipynb,dw_application_step_fct (vc_data_dwh.db),PARQUET,dw_application_last_first_step_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_application_last_first_step_fct.ipynb,dw_application_sendback_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_cas_user_dim.ipynb,f1_users (vc_los_cas.db),PARQUET,dw_cas_user_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_cas_user_dim.ipynb,f1_user_profile (vc_los_cas.db),PARQUET,dw_cas_officer_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_cas_user_dim.ipynb,f1_officer (vc_los_cas.db),PARQUET,dw_vcas_user_app_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_cas_user_dim.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,,
./dw_app/dw_cas_user_dim.ipynb,vcas_app_member_vw (vc_osystem.db),PARQUET,,
./dw_app/dw_cas_user_dim.ipynb,dw_employee_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_cas_user_dim.ipynb,f1_col_unit_user_mapping_mst (vc_los_cas.db),PARQUET,,
./dw_app/dw_cas_user_dim.ipynb,f1_col_unit_mst (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_last_first_step_fct_daily.ipynb,dw_application_last_first_step_fct (vc_data_dwh.db),PARQUET,dw_application_last_first_step_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_application_last_first_step_fct_daily.ipynb,dw_application_sendback_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_last_first_step_fct_daily.ipynb,dw_application_cancel_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_last_first_step_fct_daily.ipynb,dw_application_rejection_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_last_first_step_fct_daily.ipynb,dw_appl_addi_model_autoapprove_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_application_sendback_fct_daily.ipynb,f1_cas_appl_sendback_vrdct (vc_los_cas.db),PARQUET,dw_application_sendback_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_application_sendback_fct_daily.ipynb,f1_cas_jt_appl_sendback_vrdct_rsn (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_sendback_fct_daily.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_sendback_fct_daily.ipynb,f1_decision_reason (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_rejection_fct.ipynb,f1_decision_reason (vc_los_cas.db),PARQUET,dw_application_rejection_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_application_rejection_fct.ipynb,f1_jt_appl_rej_vrdct_to_reason (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_rejection_fct.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_rejection_fct.ipynb,f1_act_hi_varinst (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_rejection_fct.ipynb,f1_act_hi_taskinst (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_rejection_fct.ipynb,f1_app_processing_step_data (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_rejection_fct.ipynb,f1_app_rej_vrdct (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_rejection_fct.ipynb,dw_application_rejection_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_appl_customer_dim_stg.ipynb,,,dw_appl_customer_dim_stg (vc_data_dwh.db),PARQUET
./dw_app/dw_application_ccde_step_fct_init.ipynb,dw_application_step_fct (vc_data_dwh.db),PARQUET,dw_application_ccde_step_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_application_cancel_fct.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,dw_application_cancel_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_application_cancel_fct.ipynb,f1_app_canc_vrdct (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_cancel_fct.ipynb,f1_jt_cancvrdct_reason (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_cancel_fct.ipynb,f1_decision_reason (vc_los_cas.db),PARQUET,,
./dw_app/dw_create_los_pos_region_dim.ipynb,f1_organization (vc_los_cas.db),PARQUET,dw_f1_pos_region_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_create_los_pos_region_dim.ipynb,f1_simple_contact_info (vc_los_cas.db),PARQUET,,
./dw_app/dw_create_los_pos_region_dim.ipynb,f1_address (vc_los_cas.db),PARQUET,,
./dw_app/dw_create_los_pos_region_dim.ipynb,f1_city (vc_los_cas.db),PARQUET,,
./dw_app/dw_create_los_pos_region_dim.ipynb,f1_area (vc_los_cas.db),PARQUET,,
./dw_app/dw_create_los_pos_region_dim.ipynb,region_stg (vc_los_cas.db),CSV,,
./dw_app/dw_create_los_pos_region_dim.ipynb,dw_pos_type_dim (vc_data_dwh.db),CSV,,
./dw_app/dw_application_reference_dim.ipynb,f1_reference_detail (vc_los_cas.db),PARQUET,dw_application_reference_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_application_reference_dim.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_address (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_generic_parameter (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_country (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_zip_code (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_intra_country_region (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_city (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_district (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_reference_dim.ipynb,f1_phone_number (vc_los_cas.db),PARQUET,,
./dw_app/dw_growth_application_fct.ipynb,dw_card_transaction_fct (vc_data_dwh.db),PARQUET,dw_growth_application_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_growth_application_fct.ipynb,dw_card_loan_payment_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_growth_application_fct.ipynb,dw_card_loan_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_growth_application_fct.ipynb,dw_card_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_growth_application_fct.ipynb,dw_application_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_growth_application_fct.ipynb,dw_application_cancel_fct (vc_data_dwh.db),PARQUET,,
./dw_app/dw_growth_application_fct.ipynb,dw_card_customer_dim (vc_data_dwh.db),PARQUET,,
./dw_app/dw_growth_application_fct.ipynb,f1_app_processing_step_data (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_ccde_step_fct.ipynb,f1_app_processing_step_data (vc_los_cas.db),PARQUET,dw_application_ccde_step_fct (vc_data_dwh.db),PARQUET
./dw_app/dw_application_ccde_step_fct.ipynb,f1_loan_application (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_ccde_step_fct.ipynb,f1_party (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_ccde_step_fct.ipynb,f1_customer (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_ccde_step_fct.ipynb,f1_sub_loan (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_ccde_step_fct.ipynb,f1_users (vc_los_cas.db),PARQUET,,
./dw_app/dw_application_ccde_step_fct.ipynb,f1_ccsourcing (vc_los_cas.db),PARQUET,,
./dw_app/dw_appl_customer_dim_merge.ipynb,,,dw_appl_customer_dim (vc_data_dwh.db),PARQUET
./dw_app/test_id_card.ipynb,,,dw_los_identification_dim (vc_data_dwh.db),PARQUET
./dw_app/dw_los_customer_dim.ipynb,,,dw_los_customer_dim (vc_data_dwh.db),PARQUET
